@RELATION activity

@ATTRIBUTE "Absolute Mean (series 0)" numeric
@ATTRIBUTE "Absolute Mean (series 1)" numeric
@ATTRIBUTE "Absolute Mean (series 2)" numeric
@ATTRIBUTE "Absolute Mean (series 3)" numeric
@ATTRIBUTE "Absolute Mean (series 4)" numeric
@ATTRIBUTE "Absolute Mean (series 5)" numeric
@ATTRIBUTE "Maximum (series 0)" numeric
@ATTRIBUTE "Maximum (series 1)" numeric
@ATTRIBUTE "Maximum (series 2)" numeric
@ATTRIBUTE "Maximum (series 3)" numeric
@ATTRIBUTE "Maximum (series 4)" numeric
@ATTRIBUTE "Maximum (series 5)" numeric
@ATTRIBUTE "Mean (series 0)" numeric
@ATTRIBUTE "Mean (series 1)" numeric
@ATTRIBUTE "Mean (series 2)" numeric
@ATTRIBUTE "Mean (series 3)" numeric
@ATTRIBUTE "Mean (series 4)" numeric
@ATTRIBUTE "Mean (series 5)" numeric
@ATTRIBUTE "Median (series 0)" numeric
@ATTRIBUTE "Median (series 1)" numeric
@ATTRIBUTE "Median (series 2)" numeric
@ATTRIBUTE "Median (series 3)" numeric
@ATTRIBUTE "Median (series 4)" numeric
@ATTRIBUTE "Median (series 5)" numeric
@ATTRIBUTE "Minimum (series 0)" numeric
@ATTRIBUTE "Minimum (series 1)" numeric
@ATTRIBUTE "Minimum (series 2)" numeric
@ATTRIBUTE "Minimum (series 3)" numeric
@ATTRIBUTE "Minimum (series 4)" numeric
@ATTRIBUTE "Minimum (series 5)" numeric
@ATTRIBUTE "Range (series 0)" numeric
@ATTRIBUTE "Range (series 1)" numeric
@ATTRIBUTE "Range (series 2)" numeric
@ATTRIBUTE "Range (series 3)" numeric
@ATTRIBUTE "Range (series 4)" numeric
@ATTRIBUTE "Range (series 5)" numeric
@ATTRIBUTE classification {CLASSIFIED/VEHICLE/CAR,CLASSIFIED/IDLE/STANDING,CLASSIFIED/VEHICLE/BUS,CLASSIFIED/WALKING,CLASSIFIED/IDLE/SITTING,CLASSIFIED/WALKING/STAIRS/DOWN,CLASSIFIED/DANCING,CLASSIFIED/WALKING/STAIRS/UP}

@DATA
8.879084,2.4065447,2.0610347,23.292969,20.259766,5.673828,9.329938,3.336985,2.4380422,1.4E-45,22.25,8.5,8.879084,2.4065447,2.0610347,-23.292969,20.259766,5.673828,8.907707,2.465283,2.0430522,-23.25,20.0,5.8125,8.172209,1.1985906,1.6753027,-25.5,18.25,2.625,1.1577291,2.1383944,0.7627394,25.5,4.0,5.875,CLASSIFIED/VEHICLE/BUS
8.86695,2.410589,2.169998,22.99414,19.154297,4.73584,9.520623,3.445948,2.6559677,1.4E-45,20.75,7.0625,8.86695,2.410589,2.169998,-22.99414,19.154297,4.73584,8.839605,2.5606253,2.1111538,-23.0,19.0,4.8125,8.403754,1.0487667,1.8387469,-24.75,17.25,2.625,1.116869,2.397181,0.8172208,24.75,3.5,4.4375,CLASSIFIED/VEHICLE/BUS
8.722555,2.9452949,2.0286868,22.523438,19.095703,2.475586,9.057531,3.4187074,2.547005,1.4E-45,20.75,5.8125,8.722555,2.9452949,2.0286868,-22.523438,19.095703,2.475586,8.730643,2.969236,2.0430522,-22.5,19.25,2.125,8.403754,2.2609777,1.525479,-25.0,17.5,-0.3125,0.6537771,1.1577296,1.021526,25.0,3.25,6.125,CLASSIFIED/VEHICLE/BUS
8.889514,2.4659214,2.0113418,22.513672,19.707031,3.5263672,9.915613,3.7728362,2.9556155,1.4E-45,21.5,6.0625,8.889514,2.4659214,2.0113418,-22.513672,19.707031,3.5263672,8.894087,2.465283,2.002191,-22.5,19.75,3.625,7.7363577,1.1168685,1.1849703,-24.75,17.75,0.6875,2.1792555,2.6559677,1.7706453,24.75,3.75,5.375,CLASSIFIED/VEHICLE/BUS
8.841843,2.4194202,2.097852,21.396484,19.726562,5.288574,10.814556,3.7728362,2.7104492,1.4E-45,21.25,8.25,8.841843,2.4194202,2.097852,-21.396484,19.726562,5.288574,8.785124,2.4244218,2.083913,-21.25,19.75,5.3125,7.3005066,0.8580819,1.607201,-23.0,17.5,3.125,3.5140495,2.9147544,1.1032482,23.0,3.75,5.125,CLASSIFIED/VEHICLE/BUS
8.863653,2.3093944,2.196281,21.0625,19.576172,5.5742188,9.956474,3.2007818,2.5333846,1.4E-45,21.5,8.75,8.863653,2.3093944,2.196281,-21.0625,19.576172,5.5742188,8.825985,2.5742457,2.152015,-21.0,19.5,5.5625,8.049625,0.6401563,1.879608,-22.75,18.0,2.875,1.9068489,2.5606256,0.6537765,22.75,3.5,5.875,CLASSIFIED/VEHICLE/BUS
8.807258,2.5814812,2.1259444,21.767578,19.416016,4.3945312,8.934948,2.7513103,2.2201166,1.4E-45,21.5,5.8125,8.807258,2.5814812,2.1259444,-21.767578,19.416016,4.3945312,8.812365,2.587866,2.1111538,-21.75,19.5,4.375,8.62168,2.4244218,2.0294318,-23.25,17.25,2.875,0.3132677,0.32688856,0.1906848,23.25,4.25,2.9375,CLASSIFIED/VEHICLE/BUS
8.927289,2.218095,2.1612723,23.59961,19.708984,5.5219727,9.520623,3.336985,2.6559677,1.4E-45,21.75,8.5,8.927289,2.218095,2.1612723,-23.59961,19.708984,5.5219727,8.934948,2.2609777,2.1111538,-23.75,19.75,5.3125,8.172209,1.0487667,1.7978859,-25.5,18.0,2.625,1.3484144,2.2882185,0.8580818,25.5,3.75,5.875,CLASSIFIED/VEHICLE/BUS
8.75384,2.7735493,2.159463,22.636719,19.173828,4.140625,9.057531,3.445948,2.547005,1.4E-45,20.75,7.0625,8.75384,2.7735493,2.159463,-22.636719,19.173828,4.140625,8.785124,2.7785509,2.1111538,-22.75,19.25,4.375,8.417375,2.2473574,1.879608,-25.0,17.25,1.4375,0.64015675,1.1985905,0.6673969,25.0,3.5,5.625,CLASSIFIED/VEHICLE/BUS
8.834069,2.669055,1.9147221,22.453125,19.40039,1.9443359,9.915613,3.4187074,2.9556155,1.4E-45,21.5,4.375,8.834069,2.669055,1.9147221,-22.453125,19.40039,1.9443359,8.785124,2.7104492,1.920469,-22.5,19.25,1.875,8.185829,1.1168685,1.1849703,-24.75,17.5,-0.3125,1.729784,2.3018389,1.7706453,24.75,4.0,4.6875,CLASSIFIED/VEHICLE/BUS
8.761712,2.863253,2.013895,22.013672,19.648438,4.6259766,10.773695,3.7728362,2.8057916,1.4E-45,21.25,6.0625,8.761712,2.863253,2.013895,-22.013672,19.648438,4.6259766,8.771504,2.8466527,2.002191,-22.0,19.75,4.625,7.3005066,1.4982382,1.607201,-24.0,17.5,2.125,3.4731884,2.2745981,1.1985906,24.0,3.75,3.9375,CLASSIFIED/VEHICLE/BUS
8.957827,1.919724,2.2317152,20.929688,19.597656,6.2695312,10.814556,3.2007818,2.7104492,1.4E-45,21.5,8.75,8.957827,1.919724,2.2317152,-20.929688,19.597656,6.2695312,8.962189,1.8387469,2.2609777,-21.0,19.75,6.0625,7.477571,0.6401563,1.7297841,-22.75,18.0,3.375,3.336985,2.5606256,0.9806651,22.75,3.5,5.375,CLASSIFIED/VEHICLE/BUS
8.804915,2.5806298,2.130308,21.589844,19.558594,4.442871,9.00305,2.7921712,2.2745981,1.4E-45,21.5,6.5625,8.804915,2.5806298,2.130308,-21.589844,19.558594,4.442871,8.812365,2.587866,2.1111538,-21.5,19.5,4.375,8.5944395,2.2473574,2.0294318,-23.25,18.0,2.875,0.40861034,0.5448139,0.2451663,23.25,3.5,3.6875,CLASSIFIED/VEHICLE/BUS
8.800343,2.5763743,2.1230714,21.703125,19.486328,4.491211,8.894087,2.6968288,2.2201166,1.4E-45,21.75,6.5625,8.800343,2.5763743,2.1230714,-21.703125,19.486328,4.491211,8.812365,2.5742457,2.1111538,-21.75,19.5,4.625,8.662541,2.465283,2.070293,-23.5,17.25,2.875,0.23154545,0.23154593,0.14982367,23.5,4.5,3.6875,CLASSIFIED/VEHICLE/BUS
8.935054,2.832924,0.6771868,20.884766,12.2109375,1.4316406,9.139254,3.0100968,0.84446156,1.4E-45,13.5,0.9375,8.935054,2.832924,0.6771868,-20.884766,12.2109375,-1.4316406,8.934948,2.8330324,0.6810174,-21.0,12.25,-1.3125,8.798744,2.6968288,0.51757324,-22.5,10.75,-3.75,0.3405094,0.31326795,0.32688832,22.5,2.75,4.6875,CLASSIFIED/VEHICLE/BUS
8.840031,3.122784,0.66175795,20.863281,12.152344,2.0488281,9.084772,4.195067,0.89894295,1.4E-45,13.75,0.6875,8.840031,3.122784,0.66175795,-20.863281,12.152344,-2.0488281,8.921328,2.8738933,0.6810174,-20.75,12.25,-2.25,8.185829,2.6968288,0.42223078,-22.25,10.5,-4.25,0.89894295,1.4982381,0.47671217,22.25,3.25,4.9375,CLASSIFIED/VEHICLE/BUS
8.703402,3.5050066,0.5930173,22.300781,14.701172,0.08154297,9.847511,4.1542063,1.4982382,1.4E-45,17.5,2.125,8.703402,3.5050066,0.5930173,-22.300781,14.701172,0.08154297,8.7034025,3.5549107,0.58567494,-22.25,15.0,0.1875,7.7227373,2.5197644,-0.55843425,-24.75,12.0,-2.75,2.124774,1.6344419,2.0566726,24.75,5.5,4.875,CLASSIFIED/VEHICLE/BUS
8.810768,3.2884614,0.29868993,22.625,15.232422,1.1577148,11.277648,4.4538536,1.8659877,1.4E-45,17.25,2.875,8.810768,3.2884614,0.29868993,-22.625,15.232422,1.1577148,8.785124,3.3914666,0.25878662,-22.75,15.25,1.1875,7.164303,1.879608,-0.980665,-25.25,13.0,-1.5625,4.113345,2.5742455,2.8466527,25.25,4.25,4.4375,CLASSIFIED/VEHICLE/BUS
8.8808975,2.9829624,0.40935528,22.828125,13.955078,1.6005859,11.168685,4.1269655,1.8251266,1.4E-45,16.5,6.8125,8.8808975,2.9829624,0.40935528,-22.828125,13.955078,1.6005859,8.894087,3.0100968,0.42223078,-23.0,14.0,1.4375,7.4230895,1.8387469,-1.3620348,-25.5,10.5,-1.75,3.7455955,2.2882185,3.1871614,25.5,6.0,8.5625,CLASSIFIED/VEHICLE/BUS
9.341327,1.5712351,0.8916003,21.808594,14.228516,0.23925781,11.005241,3.5549107,2.3563201,1.4E-45,16.25,3.625,9.341327,1.5712351,0.8916003,-21.808594,14.228516,0.23925781,9.438901,1.334794,0.89894295,-21.75,14.25,0.1875,6.3334618,0.095342435,-0.3949901,-23.25,12.5,-2.75,4.6717796,3.4595683,2.7513103,23.25,3.75,6.375,CLASSIFIED/VEHICLE/BUS
8.990282,2.5820138,0.74273413,22.642578,14.457031,0.3076172,9.738548,3.3097446,1.1713499,1.4E-45,15.75,2.625,8.990282,2.5820138,0.74273413,-22.642578,14.457031,0.3076172,8.907707,2.9283748,0.6946377,-22.75,14.5,0.4375,8.512717,1.0215261,0.58567494,-24.25,12.75,-2.75,1.225831,2.2882185,0.58567494,24.25,3.0,5.375,CLASSIFIED/VEHICLE/BUS
8.928777,2.8449492,0.68612474,20.736328,12.199219,1.1264648,9.112013,3.0100968,0.8308412,1.4E-45,13.75,0.9375,8.928777,2.8449492,0.68612474,-20.736328,12.199219,-1.1264648,8.934948,2.8466527,0.6810174,-20.75,12.25,-1.0625,8.798744,2.6968288,0.53119355,-22.5,10.75,-3.5,0.31326866,0.31326795,0.29964763,22.5,3.0,4.4375,CLASSIFIED/VEHICLE/BUS
8.72075,3.495429,0.597486,21.757812,13.144531,1.4233398,9.043911,4.195067,1.4982382,1.4E-45,16.25,1.4375,8.72075,3.495429,0.597486,-21.757812,13.144531,-1.4233398,8.757884,3.5957718,0.61291564,-21.75,12.75,-1.5625,8.036005,2.7649305,-0.08172209,-24.75,10.5,-4.25,1.007906,1.4301364,1.5799603,24.75,5.75,5.6875,CLASSIFIED/VEHICLE/BUS
8.722876,3.4759557,0.47224298,22.445312,15.380859,0.9604492,9.970095,4.4538536,1.4982382,1.4E-45,17.5,2.875,8.722876,3.4759557,0.47224298,-22.445312,15.380859,0.9604492,8.785124,3.486809,0.53119355,-22.5,15.25,0.9375,7.246025,2.5197644,-0.7763598,-25.25,13.0,-0.8125,2.7240696,1.9340892,2.2745981,25.25,4.5,3.6875,CLASSIFIED/VEHICLE/BUS
8.944949,2.9831748,0.22452293,22.878906,14.396484,1.7250977,11.277648,4.1269655,1.8659877,1.4E-45,16.75,6.8125,8.944949,2.9831748,0.22452293,-22.878906,14.396484,1.7250977,8.894087,3.0100968,0.20430522,-23.0,14.5,1.625,7.164303,1.8387469,-1.3620348,-25.5,10.5,-1.5625,4.113345,2.2882185,3.2280226,25.5,6.25,8.375,CLASSIFIED/VEHICLE/BUS
8.9635725,2.637665,0.74454355,22.070312,14.0546875,0.8417969,10.800936,4.1269655,2.3563201,1.4E-45,16.25,3.625,8.9635725,2.637665,0.74454355,-22.070312,14.0546875,0.8417969,9.030291,2.73769,0.6810174,-22.0,14.0,0.9375,6.3334618,0.43585113,-0.55843425,-24.25,12.5,-1.75,4.467474,3.6911144,2.9147544,24.25,3.75,5.375,CLASSIFIED/VEHICLE/BUS
9.310466,1.5589973,0.87383014,22.08789,14.447266,0.26660156,11.005241,3.3097446,1.8659877,1.4E-45,16.0,2.125,9.310466,1.5589973,0.87383014,-22.08789,14.447266,-0.26660156,9.343558,1.2394516,0.8580819,-22.0,14.5,-0.3125,7.518432,0.095342435,0.095342435,-23.25,12.75,-2.75,3.4868093,3.2144022,1.7706453,23.25,3.25,4.875,CLASSIFIED/VEHICLE/BUS
8.875149,2.9498703,0.67516506,22.74414,14.380859,0.8051758,9.01667,3.050958,0.7899802,1.4E-45,15.75,2.625,8.875149,2.9498703,0.67516506,-22.74414,14.380859,0.8051758,8.866846,2.969236,0.6810174,-22.75,14.5,0.6875,8.771504,2.7649305,0.58567494,-24.25,12.75,-0.8125,0.24516582,0.28602743,0.20430523,24.25,3.0,3.4375,CLASSIFIED/VEHICLE/BUS
8.995382,2.08104,1.7562805,20.470703,18.048828,1.0522461,9.125633,2.2064962,1.8387469,1.4E-45,19.75,1.4375,8.995382,2.08104,1.7562805,-20.470703,18.048828,-1.0522461,9.00305,2.083913,1.7434045,-20.5,18.0,-1.0625,8.894087,1.9340894,1.7161638,-21.75,16.75,-4.0,0.2315464,0.27240682,0.12258315,21.75,3.0,5.4375,CLASSIFIED/VEHICLE/BUS
9.004325,2.0826354,1.7544717,20.720703,17.853516,2.4594727,9.139254,2.192876,1.8387469,1.4E-45,19.5,1.4E-45,9.004325,2.0826354,1.7544717,-20.720703,17.853516,-2.4594727,9.01667,2.083913,1.7434045,-20.75,17.75,-2.5,8.894087,1.9749504,1.6753027,-22.0,16.5,-4.5,0.24516678,0.21792567,0.16344416,22.0,3.0,4.5,CLASSIFIED/VEHICLE/BUS
8.997302,2.049329,1.7657511,20.685547,17.96289,2.494629,9.0983925,2.152015,1.8387469,1.4E-45,19.5,1.4E-45,8.997302,2.049329,1.7657511,-20.685547,17.96289,-2.494629,9.00305,2.0430522,1.7842655,-20.75,18.0,-2.5,8.894087,1.920469,1.7161638,-22.5,16.25,-4.25,0.20430565,0.23154593,0.12258315,22.5,3.25,4.25,CLASSIFIED/VEHICLE/BUS
8.919091,2.39899,1.7305291,20.640625,17.94336,2.4916992,9.125633,3.486809,1.9477097,1.4E-45,19.25,1.4E-45,8.919091,2.39899,1.7305291,-20.640625,17.94336,-2.4916992,8.989429,2.0975335,1.7297841,-20.5,18.0,-2.5,8.19945,1.9749504,1.5118586,-22.0,17.0,-4.5,0.9261837,1.5118586,0.4358511,22.0,2.25,4.5,CLASSIFIED/VEHICLE/BUS
8.725215,2.8392043,1.8506651,20.527344,17.378906,2.7451172,11.168685,3.9635212,3.568531,1.4E-45,19.25,1.4E-45,8.725215,2.8392043,1.8506651,-20.527344,17.378906,-2.7451172,8.717023,3.0237172,1.7842655,-20.5,17.25,-2.75,6.006573,1.334794,0.50395286,-22.25,16.0,-4.9375,5.1621118,2.6287272,3.064578,22.25,3.25,4.9375,CLASSIFIED/VEHICLE/BUS
9.004644,1.9972962,1.8343844,18.703125,17.742188,3.224121,12.203832,3.9362805,3.6774938,1.4E-45,19.25,1.4E-45,9.004644,1.9972962,1.8343844,-18.703125,17.742188,-3.224121,8.989429,1.9340894,2.002191,-18.5,17.75,-3.25,6.1291566,0.6946377,0.013620348,-22.5,15.75,-5.4375,6.074675,3.2416427,3.6638734,22.5,3.5,5.4375,CLASSIFIED/VEHICLE/BUS
8.790443,2.5301912,2.2184138,15.388672,17.429688,4.6884766,11.223166,3.6093922,3.6774938,1.4E-45,19.25,1.4E-45,8.790443,2.5301912,2.2184138,-15.388672,17.429688,-4.6884766,8.785124,2.4925237,2.0975335,-15.75,17.5,-4.0,7.205164,1.4982382,1.0351465,-18.75,15.5,-11.0625,4.0180025,2.111154,2.6423473,18.75,3.75,11.0625,CLASSIFIED/VEHICLE/BUS
8.999963,2.0807211,1.7562811,20.486328,17.908203,1.5732422,9.139254,2.2064962,1.8387469,1.4E-45,19.75,1.4375,8.999963,2.0807211,1.7562811,-20.486328,17.908203,-1.5732422,9.00305,2.083913,1.7434045,-20.5,18.0,-1.75,8.907707,1.9340894,1.6753027,-22.0,16.75,-4.0,0.2315464,0.27240682,0.16344416,22.0,3.0,5.4375,CLASSIFIED/VEHICLE/BUS
8.99645,2.0692284,1.7593665,20.71289,17.90625,2.4868164,9.0983925,2.152015,1.8387469,1.4E-45,19.5,1.4E-45,8.99645,2.0692284,1.7593665,-20.71289,17.90625,-2.4868164,9.00305,2.070293,1.7434045,-20.75,18.0,-2.5,8.894087,1.9749504,1.6753027,-22.5,16.25,-4.5,0.20430565,0.17706454,0.16344416,22.5,3.25,4.5,CLASSIFIED/VEHICLE/BUS
9.003048,2.0558205,1.7638348,20.625,18.019531,2.6123047,9.0983925,2.152015,1.8387469,1.4E-45,19.5,1.4E-45,9.003048,2.0558205,1.7638348,-20.625,18.019531,-2.6123047,9.01667,2.0430522,1.7842655,-20.5,18.0,-2.5,8.894087,1.920469,1.7161638,-22.25,17.0,-4.25,0.20430565,0.23154593,0.12258315,22.25,2.5,4.25,CLASSIFIED/VEHICLE/BUS
8.786614,2.9495506,1.7353177,20.695312,17.59375,2.4082031,11.168685,3.9635212,3.3506055,1.4E-45,19.25,1.4E-45,8.786614,2.9495506,1.7353177,-20.695312,17.59375,-2.4082031,8.798744,3.1871614,1.7297841,-20.75,17.5,-2.5,6.006573,1.334794,1.0351465,-22.0,16.25,-4.5,5.1621118,2.6287272,2.315459,22.0,3.0,4.5,CLASSIFIED/VEHICLE/BUS
8.874294,2.303541,1.8817364,20.109375,17.519531,3.0454102,12.203832,3.9362805,3.6774938,1.4E-45,19.25,1.4E-45,8.874294,2.303541,1.8817364,-20.109375,17.519531,-3.0454102,8.839605,2.3426998,1.8932283,-20.0,17.5,-3.0,6.1291566,0.6946377,0.013620348,-22.5,15.75,-5.1875,6.074675,3.2416427,3.6638734,22.5,3.5,5.1875,CLASSIFIED/VEHICLE/BUS
8.923351,2.2118154,1.8739688,17.003906,17.830078,3.559082,11.223166,3.3914666,2.982856,1.4E-45,19.25,1.4E-45,8.923351,2.2118154,1.8739688,-17.003906,17.830078,-3.559082,8.880466,2.1111538,1.9749504,-17.0,17.75,-3.5,7.205164,1.1304889,0.58567494,-19.0,16.0,-6.4375,4.0180025,2.2609777,2.397181,19.0,3.25,6.4375,CLASSIFIED/VEHICLE/BUS
8.715532,2.1408417,2.782594,12.169922,16.115234,7.71875,11.4410925,3.6502533,4.535576,1.4E-45,18.5,1.4E-45,8.715532,2.1408417,2.782594,-12.169922,16.115234,-7.71875,8.798744,2.2473574,2.8602731,-11.3125,16.5,-8.625,6.8237944,0.84446156,1.0351465,-18.0,12.5,-12.0625,4.617298,2.8057919,3.5004294,18.0,6.0,12.0625,CLASSIFIED/VEHICLE/BUS
8.952184,2.5815873,1.0907985,19.18164,21.455078,9.149414,10.378705,3.6638734,1.8932283,1.4E-45,24.0,12.1875,8.952184,2.5815873,1.0907985,-19.18164,21.455078,9.149414,9.00305,2.547005,1.1985906,-19.25,21.75,9.75,7.409469,2.0430522,-0.47671217,-26.75,16.0,2.375,2.969236,1.6208212,2.3699405,26.75,8.0,9.8125,CLASSIFIED/VEHICLE/BUS
8.782673,2.6720347,2.0515656,22.853516,18.292969,6.0043945,10.310603,3.568531,2.819412,1.4E-45,22.75,13.1875,8.782673,2.6720347,2.0515656,-22.853516,18.292969,6.0043945,8.785124,2.7240696,2.0566726,-22.25,18.5,5.0625,7.096201,2.0975335,0.81722087,-27.25,13.0,1.1875,3.2144022,1.4709976,2.002191,27.25,9.75,12.0,CLASSIFIED/VEHICLE/BUS
8.910581,2.585205,1.1865668,24.203125,14.363281,1.706543,10.092678,3.0237172,1.9885708,1.4E-45,18.75,2.875,8.910581,2.585205,1.1865668,-24.203125,14.363281,-1.706543,8.894087,2.587866,1.1441092,-24.0,14.25,-1.75,6.973618,2.192876,0.61291564,-26.75,12.25,-4.5,3.11906,0.83084106,1.3756552,26.75,6.5,7.375,CLASSIFIED/VEHICLE/BUS
9.077106,1.9937843,1.3634182,25.076172,18.490234,1.2993164,9.765789,3.0237172,2.0566726,1.4E-45,21.5,5.5625,9.077106,1.9937843,1.3634182,-25.076172,18.490234,1.2993164,9.0983925,2.0566726,1.4573772,-26.0,18.75,0.9375,8.3765135,1.0215261,0.54481393,-28.75,15.0,-3.0,1.3892756,2.002191,1.5118587,28.75,6.5,8.5625,CLASSIFIED/VEHICLE/BUS
8.730857,2.650753,1.8912067,22.091797,20.43164,0.2006836,9.711308,2.969236,2.9283748,1.4E-45,25.5,2.875,8.730857,2.650753,1.8912067,-22.091797,20.43164,0.2006836,8.757884,2.6423476,1.8932283,-21.75,20.25,0.1875,7.749978,1.9885708,1.0896279,-27.0,17.0,-2.5,1.9613295,0.9806651,1.8387469,27.0,8.5,5.375,CLASSIFIED/VEHICLE/BUS
8.721282,2.775358,1.7909696,35.416016,16.023438,3.0253906,9.534244,3.5549107,2.4380422,1.4E-45,28.5,2.125,8.721282,2.775358,1.7909696,-35.416016,16.023438,-3.0253906,8.717023,2.7513103,1.7978859,-35.5,20.25,-3.0,7.273266,2.315459,1.0351465,-45.9375,3.25,-8.625,2.2609777,1.2394516,1.4028957,45.9375,25.25,10.75,CLASSIFIED/VEHICLE/BUS
8.88313,2.2640634,1.9317489,24.214844,13.275391,0.1743164,9.438901,2.8466527,2.4925237,1.4E-45,20.25,3.625,8.88313,2.2640634,1.9317489,-24.214844,13.275391,0.1743164,8.880466,2.3018389,1.9477097,-23.25,15.25,-0.0625,8.144968,1.7025435,1.4165162,-32.25,3.5,-3.5,1.2939329,1.1441092,1.0760075,32.25,16.75,7.125,CLASSIFIED/VEHICLE/BUS
8.847479,2.5118892,1.7842661,21.490234,21.023438,9.347168,9.329938,2.969236,2.819412,1.4E-45,24.0,13.1875,8.847479,2.5118892,1.7842661,-21.490234,21.023438,9.347168,8.880466,2.4789033,1.6889231,-21.25,21.25,9.75,8.281172,2.0975335,0.9125633,-26.75,17.75,4.8125,1.0487661,0.87170243,1.9068487,26.75,6.25,8.375,CLASSIFIED/VEHICLE/BUS
8.828431,2.7019358,1.6300783,24.441406,15.404297,1.1152344,10.310603,3.568531,2.6014864,1.4E-45,22.75,5.5625,8.828431,2.7019358,1.6300783,-24.441406,15.404297,1.1152344,8.785124,2.7513103,1.5799603,-24.5,14.75,1.875,6.973618,2.192876,0.61291564,-27.25,12.25,-4.5,3.336985,1.3756549,1.9885708,27.25,10.5,10.0625,CLASSIFIED/VEHICLE/BUS
8.973255,2.488054,1.1102715,25.259766,17.22461,0.72509766,9.656827,3.0237172,1.7978859,1.4E-45,21.5,5.3125,8.973255,2.488054,1.1102715,-25.259766,17.22461,-0.72509766,8.934948,2.5333846,1.0351465,-24.75,17.75,-1.5625,8.3765135,1.7161638,0.54481393,-28.75,12.5,-4.5,1.2803135,1.3075534,1.253072,28.75,9.0,9.8125,CLASSIFIED/VEHICLE/BUS
8.926651,2.1325414,1.6677485,22.394531,18.179688,1.1650391,9.765789,3.0237172,2.4925237,1.4E-45,20.75,5.5625,8.926651,2.1325414,1.6677485,-22.394531,18.179688,1.1650391,8.948568,2.3699405,1.6889231,-22.5,18.25,0.6875,8.117727,1.0215261,1.0896279,-28.5,15.0,-1.75,1.6480618,2.002191,1.4028958,28.5,5.75,7.3125,CLASSIFIED/VEHICLE/BUS
8.726387,2.798343,1.9035498,27.435059,22.90625,0.6386719,9.711308,3.5549107,2.9283748,1.4E-45,28.5,2.875,8.726387,2.798343,1.9035498,-27.435059,22.90625,-0.6386719,8.730643,2.8057916,1.8387469,-26.5,22.5,-0.8125,7.273266,2.3699405,1.253072,-41.1875,18.75,-5.4375,2.4380417,1.1849701,1.6753027,41.1875,9.75,8.3125,CLASSIFIED/VEHICLE/BUS
8.775867,2.5216787,1.8871629,31.338379,9.021484,2.065918,9.357179,3.0645783,2.4925237,1.4E-45,21.75,3.625,8.775867,2.5216787,1.8871629,-31.338379,9.021484,-2.065918,8.798744,2.4789033,1.8932283,-28.75,7.5,-2.25,8.036005,1.9885708,1.0351465,-45.9375,3.25,-8.625,1.3211737,1.0760075,1.4573772,45.9375,18.5,12.25,CLASSIFIED/VEHICLE/BUS
8.910577,2.2195835,1.9367493,26.767578,14.082031,1.1738281,9.438901,2.8057916,2.4789033,1.4E-45,20.25,1.875,8.910577,2.2195835,1.9367493,-26.767578,14.082031,-1.1738281,8.894087,2.2201166,1.9477097,-25.75,15.0,-1.5625,8.144968,1.7025435,1.4573772,-33.5,7.5,-3.5,1.2939329,1.1032481,1.0215261,33.5,12.75,5.375,CLASSIFIED/VEHICLE/BUS
9.209701,1.226363,1.5784707,3.9492188,11.029297,4.254883,10.337844,2.7649305,2.4925237,1.4E-45,1.4E-45,1.4E-45,9.209701,1.226363,1.5784707,-3.9492188,-11.029297,-4.254883,9.139254,1.0351465,1.6344417,-3.8125,-10.5,-4.5,7.8998017,-0.14982383,0.2860273,-6.5625,-13.75,-6.6875,2.4380422,2.9147544,2.2064962,6.5625,13.75,6.6875,CLASSIFIED/VEHICLE/BUS
9.032953,2.0227275,1.6417847,3.3222656,9.876953,5.3500977,9.275456,2.1656353,1.7434045,1.4E-45,1.4E-45,1.4E-45,9.032953,2.0227275,1.6417847,-3.3222656,-9.876953,-5.3500977,9.030291,2.0158114,1.6344417,-3.3125,-10.0,-5.4375,8.839605,1.8387469,1.3892754,-4.8125,-11.0,-7.1875,0.4358511,0.32688844,0.35412908,4.8125,11.0,7.1875,CLASSIFIED/VEHICLE/BUS
9.017201,2.11126,1.6555108,3.5078125,9.853516,5.3256836,9.166494,3.0100968,1.7842655,1.4E-45,1.4E-45,1.4E-45,9.017201,2.11126,1.6555108,-3.5078125,-9.853516,-5.3256836,9.030291,2.0294318,1.6616824,-3.3125,-10.0,-5.1875,8.648921,1.9068487,1.4028958,-5.0625,-11.75,-6.9375,0.51757336,1.1032481,0.3813697,5.0625,11.75,6.9375,CLASSIFIED/VEHICLE/BUS
8.884727,2.6374526,1.6125212,3.015625,8.8515625,2.8378906,10.419566,3.3097446,2.5606253,1.4E-45,1.4E-45,1.4E-45,8.884727,2.6374526,1.6125212,-3.015625,-8.8515625,-2.8378906,8.825985,2.6559677,1.607201,-3.3125,-8.75,-2.75,7.709117,1.8387469,0.2860273,-5.3125,-11.0,-6.1875,2.7104492,1.4709977,2.2745981,5.3125,11.0,6.1875,CLASSIFIED/VEHICLE/BUS
