@RELATION activity

@ATTRIBUTE "Absolute Mean (series 0)" numeric
@ATTRIBUTE "Absolute Mean (series 1)" numeric
@ATTRIBUTE "Absolute Mean (series 2)" numeric
@ATTRIBUTE "Absolute Mean (series 3)" numeric
@ATTRIBUTE "Absolute Mean (series 4)" numeric
@ATTRIBUTE "Absolute Mean (series 5)" numeric
@ATTRIBUTE "Maximum (series 0)" numeric
@ATTRIBUTE "Maximum (series 1)" numeric
@ATTRIBUTE "Maximum (series 2)" numeric
@ATTRIBUTE "Maximum (series 3)" numeric
@ATTRIBUTE "Maximum (series 4)" numeric
@ATTRIBUTE "Maximum (series 5)" numeric
@ATTRIBUTE "Mean (series 0)" numeric
@ATTRIBUTE "Mean (series 1)" numeric
@ATTRIBUTE "Mean (series 2)" numeric
@ATTRIBUTE "Mean (series 3)" numeric
@ATTRIBUTE "Mean (series 4)" numeric
@ATTRIBUTE "Mean (series 5)" numeric
@ATTRIBUTE "Median (series 0)" numeric
@ATTRIBUTE "Median (series 1)" numeric
@ATTRIBUTE "Median (series 2)" numeric
@ATTRIBUTE "Median (series 3)" numeric
@ATTRIBUTE "Median (series 4)" numeric
@ATTRIBUTE "Median (series 5)" numeric
@ATTRIBUTE "Minimum (series 0)" numeric
@ATTRIBUTE "Minimum (series 1)" numeric
@ATTRIBUTE "Minimum (series 2)" numeric
@ATTRIBUTE "Minimum (series 3)" numeric
@ATTRIBUTE "Minimum (series 4)" numeric
@ATTRIBUTE "Minimum (series 5)" numeric
@ATTRIBUTE "Range (series 0)" numeric
@ATTRIBUTE "Range (series 1)" numeric
@ATTRIBUTE "Range (series 2)" numeric
@ATTRIBUTE "Range (series 3)" numeric
@ATTRIBUTE "Range (series 4)" numeric
@ATTRIBUTE "Range (series 5)" numeric
@ATTRIBUTE classification {CLASSIFIED/VEHICLE/CAR,CLASSIFIED/IDLE/STANDING,CLASSIFIED/VEHICLE/BUS,CLASSIFIED/WALKING,CLASSIFIED/IDLE/SITTING,CLASSIFIED/WALKING/STAIRS/DOWN,CLASSIFIED/DANCING,CLASSIFIED/WALKING/STAIRS/UP}

@DATA
8.672542,0.8448879,3.9423463,33.81836,40.54492,45.702637,10.160779,1.1985906,5.434519,1.4E-45,1.4E-45,1.4E-45,8.672542,0.8448879,3.9423463,-33.81836,-40.54492,-45.702637,8.635301,0.87170225,3.718355,-33.6875,-40.5625,-45.4375,7.504812,0.23154591,2.6014864,-37.1875,-44.3125,-50.375,2.6559672,0.9670447,2.8330324,37.1875,44.3125,50.375,CLASSIFIED/VEHICLE/BUS
8.628381,1.2244476,3.90457,30.509277,31.8125,47.660156,9.997335,2.152015,5.325556,1.4E-45,1.4E-45,1.4E-45,8.628381,1.2244476,3.90457,-30.509277,-31.8125,-47.660156,8.689782,1.3484144,3.568531,-32.4375,-32.0625,-47.6875,7.286886,0.3405087,2.4380422,-37.625,-38.8125,-50.375,2.7104492,1.8115063,2.8875136,37.625,38.8125,50.375,CLASSIFIED/VEHICLE/BUS
8.343103,0.6945314,4.719556,26.576172,28.847656,50.944824,10.814556,1.3484144,5.597963,1.4E-45,1.4E-45,1.4E-45,8.343103,0.6945314,4.719556,-26.576172,-28.847656,-50.944824,8.322033,0.7082581,4.739881,-26.1875,-28.8125,-50.875,6.851035,0.013620348,3.9362805,-31.9375,-31.5625,-54.3125,3.963521,1.334794,1.6616824,31.9375,31.5625,54.3125,CLASSIFIED/VEHICLE/BUS
8.541233,0.1605712,4.33957,30.840332,29.033203,52.478516,9.942854,0.7082581,5.2302136,1.4E-45,1.4E-45,1.4E-45,8.541233,0.1605712,4.33957,-30.840332,-29.033203,-52.478516,8.539958,0.17706452,4.372132,-30.1875,-29.3125,-52.5625,7.4503303,-0.7354988,3.3506055,-37.625,-32.8125,-56.25,2.4925237,1.4437568,1.8796082,37.625,32.8125,56.25,CLASSIFIED/VEHICLE/BUS
8.212538,0.0023410355,5.0001564,27.3125,30.81836,54.184082,9.520623,0.5992953,5.706926,1.4E-45,1.4E-45,1.4E-45,8.212538,0.0023410355,5.0001564,-27.3125,-30.81836,-54.184082,8.21307,0.013620348,5.012288,-26.6875,-30.8125,-54.75,6.6331096,-1.3211738,3.6774938,-36.9375,-35.0625,-56.75,2.8875136,1.920469,2.029432,36.9375,35.0625,56.75,CLASSIFIED/VEHICLE/BUS
8.144966,1.0540873,4.993454,30.548828,40.01758,50.546387,8.322033,2.4789033,5.325556,1.4E-45,1.4E-45,1.4E-45,8.144966,1.0540873,4.993454,-30.548828,-40.01758,-50.546387,8.158588,0.87170225,4.9578066,-30.4375,-39.8125,-50.875,7.4503303,0.43585113,4.739881,-32.6875,-42.5625,-53.5625,0.8717027,2.0430522,0.58567476,32.6875,42.5625,53.5625,CLASSIFIED/VEHICLE/BUS
8.165504,1.2901016,4.8520355,33.01953,40.84961,48.716797,9.289077,2.4244218,5.87037,1.4E-45,1.4E-45,1.4E-45,8.165504,1.2901016,4.8520355,-33.01953,-40.84961,-48.716797,8.104107,1.0351465,5.1212506,-33.1875,-40.5625,-49.125,7.1234417,0.6537767,2.6014864,-37.1875,-44.3125,-54.0625,2.165635,1.7706451,3.2688835,37.1875,44.3125,54.0625,CLASSIFIED/VEHICLE/BUS
8.938993,0.867127,3.363694,33.48584,36.835938,46.257812,10.160779,1.7297841,4.4810944,1.4E-45,1.4E-45,1.4E-45,8.938993,0.867127,3.363694,-33.48584,-36.835938,-46.257812,8.962189,0.81722087,3.3506055,-33.4375,-36.8125,-46.6875,7.6137743,0.23154591,2.4380422,-37.625,-42.0625,-50.375,2.5470047,1.4982382,2.0430522,37.625,42.0625,50.375,CLASSIFIED/VEHICLE/BUS
8.269999,1.0845202,4.6914644,25.861328,28.701172,48.905273,9.997335,2.152015,5.5434813,1.4E-45,1.4E-45,1.4E-45,8.269999,1.0845202,4.6914644,-25.861328,-28.701172,-48.905273,8.267551,1.2394516,4.7943625,-24.9375,-28.3125,-49.125,7.177923,0.013620348,3.4595683,-33.4375,-32.3125,-53.0625,2.8194122,2.1383946,2.083913,33.4375,32.3125,53.0625,CLASSIFIED/VEHICLE/BUS
8.522506,0.45074853,4.421188,29.466797,29.041016,52.04785,10.814556,1.2394516,5.597963,1.4E-45,1.4E-45,1.4E-45,8.522506,0.45074853,4.421188,-29.466797,-29.041016,-52.04785,8.539958,0.4903325,4.426613,-29.6875,-29.3125,-52.3125,6.851035,-0.7354988,3.3506055,-35.6875,-31.5625,-56.25,3.963521,1.9749504,2.2473574,35.6875,31.5625,56.25,CLASSIFIED/VEHICLE/BUS
8.309688,0.2489971,4.8114944,29.559082,29.892578,52.95703,9.39804,0.5992953,5.706926,1.4E-45,1.4E-45,1.4E-45,8.309688,0.2489971,4.8114944,-29.559082,-29.892578,-52.95703,8.267551,0.23154591,4.739881,-28.4375,-29.5625,-53.0625,7.3413672,-0.25878662,3.881799,-37.625,-35.0625,-56.75,2.0566726,0.85808194,1.8251269,37.625,35.0625,56.75,CLASSIFIED/VEHICLE/BUS
9.754085,1.9657992,0.7367756,104.33203,70.59375,32.65869,1.4E-45,1.920469,4.426613,108.75,74.8125,1.4E-45,-9.754085,-1.9657992,0.7367756,104.33203,70.59375,-32.65869,-9.275456,-1.6616824,0.6810174,104.625,70.5625,-32.6875,-17.352324,-8.499097,-1.9068487,99.4375,66.3125,-39.3125,17.352324,10.419566,6.3334618,9.3125,8.5,39.3125,CLASSIFIED/WALKING
10.065436,2.1665928,0.86765873,106.90918,70.8125,31.316406,1.4E-45,1.9477097,4.767122,110.25,76.3125,1.4E-45,-10.065436,-2.1665928,0.86765873,106.90918,70.8125,-31.316406,-9.629586,-1.7570249,0.8580819,107.0625,70.5625,-31.1875,-17.924377,-7.749978,-1.5390993,102.875,67.5625,-37.125,17.924377,9.697688,6.306221,7.375,8.75,37.125,CLASSIFIED/WALKING
10.241439,2.1553135,0.90075195,107.91846,71.09375,31.213379,1.4E-45,1.1849703,5.298315,110.75,75.5625,1.4E-45,-10.241439,-2.1553135,0.90075195,107.91846,71.09375,-31.213379,-10.038197,-1.879608,0.89894295,108.25,71.3125,-31.1875,-17.869896,-7.177923,-2.1792557,104.125,66.8125,-37.125,17.869896,8.362893,7.4775705,6.625,8.75,37.125,CLASSIFIED/WALKING
10.382218,2.0946605,0.81392235,108.686035,70.36719,31.89209,1.4E-45,3.173541,4.426613,111.6875,74.8125,1.4E-45,-10.382218,-2.0946605,0.81392235,108.686035,70.36719,-31.89209,-10.160779,-1.5799603,0.84446156,109.0,70.3125,-31.6875,-18.687117,-9.370799,-2.9147544,105.0625,65.8125,-37.875,18.687117,12.54434,7.3413672,6.625,9.0,37.875,CLASSIFIED/WALKING
10.380624,2.0401793,0.8681913,108.3667,67.80078,32.601562,1.4E-45,2.192876,3.759216,111.1875,72.5625,1.4E-45,-10.380624,-2.0401793,0.8681913,108.3667,67.80078,-32.601562,-9.983715,-1.6480621,0.84446156,108.5,69.0625,-32.6875,-19.17745,-8.635301,-1.879608,105.3125,57.5,-38.5625,19.17745,10.8281765,5.638824,5.875,15.0625,38.5625,CLASSIFIED/WALKING
10.475114,2.0701864,0.6186618,110.833984,58.42578,34.23242,1.4E-45,1.8251266,4.426613,113.4375,63.0625,1.4E-45,-10.475114,-2.0701864,0.6186618,110.833984,58.42578,-34.23242,-10.160779,-1.8387469,0.5720546,110.75,58.25,-34.625,-17.869896,-8.962189,-2.0430522,107.3125,52.75,-39.0625,17.869896,10.787315,6.469665,6.125,10.3125,39.0625,CLASSIFIED/WALKING
9.908912,2.1087058,0.8209454,105.831055,70.48242,31.948242,1.4E-45,1.9477097,4.2223077,110.25,74.8125,1.4E-45,-9.908912,-2.1087058,0.8209454,105.831055,70.48242,-31.948242,-9.507003,-1.7706453,0.89894295,105.8125,70.3125,-31.6875,-17.924377,-8.499097,-1.8387469,100.1875,66.3125,-38.5625,17.924377,10.446807,6.0610547,10.0625,8.5,38.5625,CLASSIFIED/WALKING
10.200683,2.160847,0.8993688,107.54199,71.23633,30.96582,1.4E-45,1.1985906,5.298315,110.25,76.3125,1.4E-45,-10.200683,-2.160847,0.8993688,107.54199,71.23633,-30.96582,-9.888372,-1.6753027,0.87170225,107.75,71.3125,-30.9375,-17.63835,-7.749978,-2.1792557,104.375,67.5625,-37.125,17.63835,8.948568,7.4775705,5.875,8.75,37.125,CLASSIFIED/WALKING
10.242609,2.1386075,0.8432914,108.22803,71.0625,31.430664,1.4E-45,1.9885708,3.405087,110.75,75.5625,1.4E-45,-10.242609,-2.1386075,0.8432914,108.22803,71.0625,-31.430664,-10.106298,-1.8387469,0.88532263,108.5,71.5625,-31.1875,-18.687117,-7.559293,-2.2201166,104.125,66.8125,-37.625,18.687117,9.547864,5.6252036,6.625,8.75,37.625,CLASSIFIED/WALKING
10.530869,2.0748682,0.87234074,108.75,69.8125,32.29297,1.4E-45,3.173541,4.426613,111.6875,73.5625,1.4E-45,-10.530869,-2.0748682,0.87234074,108.75,69.8125,-32.29297,-10.160779,-1.6208214,0.8580819,109.0,69.8125,-32.4375,-19.17745,-9.370799,-2.9147544,105.3125,65.8125,-38.5625,19.17745,12.54434,7.3413672,6.375,7.75,38.5625,CLASSIFIED/WALKING
10.30837,2.0044253,0.7650802,109.38721,62.480957,33.452637,1.4E-45,1.5527196,4.426613,113.4375,71.0625,1.4E-45,-10.30837,-2.0044253,0.7650802,109.38721,62.480957,-33.452637,-9.888372,-1.7297841,0.7627395,109.75,61.5,-33.6875,-17.2025,-8.962189,-2.0430522,105.5625,52.75,-39.0625,17.2025,10.514908,6.469665,7.875,18.3125,39.0625,CLASSIFIED/WALKING
0.29294392,10.06033,0.18579003,2.649414,41.76367,13.657715,3.2688835,1.4E-45,5.0803895,10.3125,46.0,21.9375,-0.29294392,-10.06033,0.18579003,-2.649414,41.76367,13.657715,-0.51757324,-9.915613,-0.19068487,-4.1875,42.0,15.0625,-2.9964764,-14.274124,-2.6968288,-16.375,37.5,-0.125,6.26536,14.274124,7.7772183,26.6875,8.5,22.0625,CLASSIFIED/WALKING
0.5619458,9.982863,0.43691522,10.61377,42.69336,8.6015625,3.1599207,1.4E-45,5.679685,24.5,46.0,20.9375,-0.5619458,-9.982863,0.43691522,10.61377,42.69336,8.6015625,-0.8036005,-9.80665,-0.08172209,10.5625,42.75,9.1875,-2.3971813,-14.328606,-2.2609777,-5.9375,39.75,-5.0,5.557102,14.328606,7.940663,30.4375,6.25,25.9375,CLASSIFIED/WALKING
0.7767849,9.98031,0.672505,2.3125,41.845703,12.010254,4.9850473,1.4E-45,4.004382,28.0,45.0,20.0,-0.7767849,-9.98031,0.672505,-2.3125,41.845703,-12.010254,-1.0215261,-10.079058,0.40861043,-5.6875,42.0,-17.25,-4.5900574,-12.966571,-1.7706453,-21.625,36.0,-31.25,9.575105,12.966571,5.7750273,49.625,9.0,51.25,CLASSIFIED/WALKING
0.48075584,10.056819,0.3264627,16.43164,42.191406,18.424805,2.6151068,1.4E-45,4.6036777,1.4E-45,48.25,1.4E-45,-0.48075584,-10.056819,0.3264627,-16.43164,42.191406,-18.424805,-0.5720546,-9.915613,-0.24516626,-16.375,42.25,-17.75,-2.3426998,-14.696355,-2.5333846,-23.375,35.25,-29.3125,4.9578066,14.696355,7.137062,23.375,13.0,29.3125,CLASSIFIED/WALKING
0.40861058,9.918059,0.6925098,2.3520508,39.01953,20.071777,2.5606253,1.4E-45,4.276789,11.8125,44.75,1.4E-45,-0.40861058,-9.918059,0.6925098,-2.3520508,39.01953,-20.071777,-0.626536,-9.80665,0.027240695,0.8125,39.25,-20.25,-2.9419951,-14.532911,-1.9340894,-20.375,32.5,-31.25,5.5026207,14.532911,6.2108784,32.1875,12.25,31.25,CLASSIFIED/WALKING
0.49884537,10.17174,0.41403723,6.2944336,40.63867,2.2006836,2.233737,1.4E-45,4.971427,14.75,46.0,21.9375,-0.49884537,-10.17174,0.41403723,-6.2944336,40.63867,-2.2006836,-0.626536,-9.970095,0.027240695,-7.6875,40.5,0.875,-3.881799,-14.696355,-2.2609777,-29.875,31.75,-30.5,6.1155357,14.696355,7.2324047,44.625,14.25,52.4375,CLASSIFIED/WALKING
0.29422083,9.992654,0.3457227,3.3725586,41.51953,11.918457,3.2688835,1.4E-45,5.679685,19.5,45.25,21.6875,-0.29422083,-9.992654,0.3457227,3.3725586,41.51953,11.918457,-0.626536,-9.915613,0.08172209,1.8125,41.5,13.375,-2.2882185,-14.056199,-2.6968288,-8.4375,37.5,-3.0625,5.557102,14.056199,8.376514,27.9375,7.75,24.75,CLASSIFIED/WALKING
0.76454836,10.061608,0.39541566,9.822266,42.470703,2.7348633,4.9850473,1.4E-45,4.2223077,28.0,46.0,20.9375,-0.76454836,-10.061608,0.39541566,9.822266,42.470703,2.7348633,-0.9125633,-10.024576,-0.08172209,9.5625,43.0,5.25,-4.5900574,-14.328606,-2.2609777,-9.1875,36.0,-31.25,9.575105,14.328606,6.4832854,37.1875,10.0,52.1875,CLASSIFIED/WALKING
0.64430594,9.941045,0.48011726,14.486816,43.302734,19.651855,2.6151068,1.4E-45,4.4947147,1.4E-45,48.25,1.4E-45,-0.64430594,-9.941045,0.48011726,-14.486816,43.302734,-19.651855,-0.9125633,-9.861132,0.027240695,-14.875,43.5,-19.25,-2.4516625,-14.696355,-1.9885708,-23.375,37.25,-31.25,5.0667696,14.696355,6.4832854,23.375,11.0,31.25,CLASSIFIED/WALKING
0.38105056,9.919018,0.587803,10.057129,39.546875,18.723145,2.5606253,1.4E-45,4.6036777,11.8125,44.5,1.4E-45,-0.38105056,-9.919018,0.587803,-10.057129,39.546875,-18.723145,-0.626536,-9.861132,-0.027240695,-14.125,40.0,-18.0,-2.1792557,-14.056199,-2.5333846,-21.875,33.25,-31.25,4.739881,14.056199,7.137062,33.6875,11.25,31.25,CLASSIFIED/WALKING
0.42265663,10.096404,0.5013992,8.892578,40.248047,8.9765625,2.5606253,1.4E-45,4.276789,11.3125,47.75,19.75,-0.42265663,-10.096404,0.5013992,-8.892578,40.248047,-8.9765625,-0.46309182,-9.915613,-0.13620348,-7.6875,40.5,-13.125,-2.9419951,-14.532911,-1.5527196,-28.375,32.5,-31.25,5.5026207,14.532911,5.829509,39.6875,15.25,51.0,CLASSIFIED/WALKING
1.7653247,10.406797,0.053630114,14.419434,47.847656,3.1230469,0.53119355,16.05839,4.263169,1.4E-45,1.4E-45,0.5625,-1.7653247,10.406797,0.053630114,-14.419434,-47.847656,-3.1230469,-1.5118586,10.405946,-0.2860273,-14.125,-47.8125,-3.125,-6.2517395,4.8760843,-3.0645783,-19.3125,-50.3125,-7.8125,6.782933,11.182305,7.3277473,19.3125,50.3125,8.375,CLASSIFIED/WALKING
1.4359894,10.051606,0.18908869,15.337402,47.55664,4.085449,0.6946377,17.393185,4.5491962,1.4E-45,1.4E-45,1.3125,-1.4359894,10.051606,0.18908869,-15.337402,-47.55664,-4.085449,-1.1577295,10.351464,-0.16344418,-15.375,-47.5625,-3.625,-6.142777,4.69902,-2.083913,-19.3125,-49.3125,-9.5625,6.8374147,12.694164,6.633109,19.3125,49.3125,10.875,CLASSIFIED/WALKING
1.4241775,10.305817,0.2355895,15.035156,47.765625,1.4125977,1.1032481,16.330797,4.6172976,1.4E-45,1.4E-45,1.5625,-1.4241775,10.305817,0.2355895,-15.035156,-47.765625,-1.4125977,-1.0487667,10.61025,-0.16344418,-14.875,-47.8125,-1.4375,-5.5571017,4.440233,-2.1383946,-19.3125,-49.5625,-5.875,6.66035,11.890564,6.7556925,19.3125,49.5625,7.4375,CLASSIFIED/WALKING
1.2474325,10.251444,0.32624984,16.209473,47.740234,0.55126953,1.1304889,16.671305,4.4810944,1.4E-45,1.4E-45,3.5,-1.2474325,10.251444,0.32624984,-16.209473,-47.740234,-0.55126953,-0.980665,10.269742,0.013620348,-16.125,-47.8125,-0.1875,-4.9986677,4.8352237,-1.607201,-21.5,-49.0625,-4.625,6.1291566,11.836081,6.0882955,21.5,49.0625,8.125,CLASSIFIED/WALKING
0.7669956,9.860177,0.10566404,17.689453,47.027344,1.8432617,1.1441092,16.3989,5.1621118,1.4E-45,1.4E-45,1.0625,-0.7669956,9.860177,0.10566404,-17.689453,-47.027344,-1.8432617,-0.32688835,10.106298,-0.13620348,-17.8125,-47.0625,-1.4375,-4.8352237,5.706926,-2.1656353,-22.5,-48.5625,-6.625,5.979333,10.691973,7.3277473,22.5,48.5625,7.6875,CLASSIFIED/WALKING
0.74518186,10.312305,0.38807353,18.620117,46.070312,2.0175781,1.253072,16.83475,4.467474,1.4E-45,1.4E-45,1.3125,-0.74518186,10.312305,0.38807353,-18.620117,-46.070312,-2.0175781,-0.3949901,10.855417,0.013620348,-18.3125,-46.0625,-1.9375,-4.467474,4.9986677,-1.8932283,-23.25,-48.5625,-5.375,5.720546,11.8360815,6.3607025,23.25,48.5625,6.6875,CLASSIFIED/WALKING
0.5727994,10.432333,0.2803876,18.728516,46.57422,2.4819336,1.5799603,16.821129,4.235928,1.4E-45,1.4E-45,0.5625,-0.5727994,10.432333,0.2803876,-18.728516,-46.57422,-2.4819336,-0.19068487,10.96438,0.013620348,-18.3125,-46.5625,-2.1875,-4.9578066,5.1076303,-2.669588,-25.4375,-49.3125,-6.375,6.537767,11.713499,6.905516,25.4375,49.3125,6.9375,CLASSIFIED/WALKING
1.5093052,10.161632,0.054268584,15.017578,47.8125,4.276367,0.6946377,16.276316,4.440233,1.4E-45,1.4E-45,1.3125,-1.5093052,10.161632,0.054268584,-15.017578,-47.8125,-4.276367,-1.2666923,10.351464,-0.2860273,-14.875,-47.8125,-4.125,-6.2517395,4.8760843,-3.0645783,-19.3125,-50.3125,-9.5625,6.9463773,11.400231,7.5048113,19.3125,50.3125,10.875,CLASSIFIED/WALKING
1.4779142,10.23633,0.2251614,15.104004,47.722656,2.354004,0.8580819,17.393185,4.5491962,1.4E-45,1.4E-45,1.0625,-1.4779142,10.23633,0.2251614,-15.104004,-47.722656,-2.354004,-1.1032481,10.678352,-0.16344418,-15.125,-47.8125,-2.375,-6.142777,4.440233,-2.1383946,-19.3125,-49.3125,-6.625,7.000859,12.952951,6.6875906,19.3125,49.3125,7.6875,CLASSIFIED/WALKING
1.3497981,10.319113,0.25921234,15.230469,47.84375,0.59375,1.1032481,16.671305,4.6172976,1.4E-45,1.4E-45,3.5,-1.3497981,10.319113,0.25921234,-15.230469,-47.84375,-0.59375,-0.980665,10.54215,-0.06810174,-15.125,-48.0625,-0.4375,-5.5571017,5.134871,-1.7025435,-20.5,-49.5625,-5.875,6.66035,11.536434,6.3198414,20.5,49.5625,9.375,CLASSIFIED/WALKING
1.0897338,10.406266,0.37998638,17.361816,47.29883,1.2988281,1.1441092,16.3989,5.1621118,1.4E-45,1.4E-45,2.0625,-1.0897338,10.406266,0.37998638,-17.361816,-47.29883,-1.2988281,-0.6537767,10.378705,0.06810174,-16.875,-47.3125,-0.9375,-4.8352237,4.8352237,-2.1656353,-22.5,-49.0625,-5.375,5.979333,11.563675,7.3277473,22.5,49.0625,7.4375,CLASSIFIED/WALKING
0.6732494,9.762489,0.0775721,17.809082,46.697266,2.213379,1.1304889,16.83475,4.467474,1.4E-45,1.4E-45,1.0625,-0.6732494,9.762489,0.0775721,-17.809082,-46.697266,-2.213379,-0.23154591,9.561484,-0.32688835,-18.0625,-46.8125,-2.1875,-4.5628166,4.9986677,-1.8932283,-21.75,-48.3125,-6.625,5.6933055,11.8360815,6.3607025,21.75,48.3125,7.6875,CLASSIFIED/WALKING
0.6918708,10.390412,0.39892712,18.996094,46.08789,2.0874023,1.4165162,16.494242,4.2495484,1.4E-45,1.4E-45,1.3125,-0.6918708,10.390412,0.39892712,-18.996094,-46.08789,-2.0874023,-0.24516626,10.96438,0.06810174,-18.8125,-46.0625,-1.9375,-4.467474,5.1076303,-1.8387469,-23.25,-48.5625,-6.375,5.8839903,11.386612,6.0882955,23.25,48.5625,7.6875,CLASSIFIED/WALKING
0.5805672,8.948995,0.86744624,11.432617,39.816406,11.211426,4.440233,0.6946377,6.6331096,20.875,45.25,1.625,0.5805672,-8.948995,-0.86744624,11.432617,39.816406,-11.211426,0.7354988,-8.880466,-1.6616824,12.1875,40.75,-12.5625,-3.4595683,-18.523672,-4.5219555,2.6875,31.25,-22.375,7.8998013,19.21831,11.155066,18.1875,14.0,24.0,CLASSIFIED/WALKING
0.59205955,8.863122,0.88957906,11.295898,36.103516,4.0527344,5.5434813,1.9885708,6.6331096,27.625,46.75,12.4375,0.59205955,-8.863122,-0.88957906,11.295898,36.103516,-4.0527344,0.3949901,-8.812365,-1.6753027,11.6875,35.5,-4.0,-3.6230125,-17.066296,-4.4129925,-14.75,26.5,-22.375,9.166494,19.054867,11.046103,42.375,20.25,34.8125,CLASSIFIED/WALKING
0.7029378,8.814598,1.1815649,8.769531,41.253906,9.802734,7.164303,2.9964764,6.115536,26.875,47.25,21.0,0.7029378,-8.814598,-1.1815649,8.769531,41.253906,9.802734,0.35412905,-8.60806,-2.002191,7.4375,42.25,8.5,-4.8897047,-19.340895,-5.066769,-6.5625,30.75,-1.75,12.054008,22.337372,11.182305,33.4375,16.5,22.75,CLASSIFIED/WALKING
0.93884623,8.899513,1.1083558,7.6640625,39.95703,9.875,6.142777,2.6151068,6.6331096,25.875,49.25,20.75,0.93884623,-8.899513,-1.1083558,7.6640625,39.95703,9.875,0.44947147,-8.539958,-1.9340894,7.1875,40.5,9.5,-4.440233,-19.17745,-4.807983,-5.8125,28.25,-0.5625,10.58301,21.792557,11.4410925,31.6875,21.0,21.3125,CLASSIFIED/WALKING
1.3799114,8.874509,1.1033547,6.351074,43.78125,8.362305,8.253931,2.6287272,7.082581,23.625,48.0,21.25,1.3799114,-8.874509,-1.1033547,6.351074,43.78125,8.362305,0.88532263,-9.084772,-1.8932283,4.9375,44.75,6.8125,-4.4538536,-19.327274,-6.101916,-9.3125,36.25,-2.25,12.707785,21.956001,13.184497,32.9375,11.75,23.5,CLASSIFIED/WALKING
1.5112203,8.957932,0.9260775,5.9711914,44.41992,8.904785,6.619489,3.6093922,7.6137743,25.375,52.5,23.6875,1.5112203,-8.957932,-0.9260775,5.9711914,44.41992,8.904785,1.0079057,-8.812365,-1.7978859,5.1875,45.0,7.8125,-3.255263,-18.864182,-4.508335,-24.5,34.25,-1.3125,9.874752,22.473574,12.122109,49.875,18.25,25.0,CLASSIFIED/WALKING
1.4623787,8.612634,1.0361042,5.3535156,42.13867,12.207031,6.5241466,1.1849703,6.7148314,24.625,48.0,27.875,1.4623787,-8.612634,-1.0361042,5.3535156,42.13867,12.207031,1.2258313,-9.01667,-1.8387469,3.6875,43.0,11.4375,-4.031623,-18.537292,-4.2223077,-13.5,33.25,0.6875,10.555769,19.722263,10.9371395,38.125,14.75,27.1875,CLASSIFIED/WALKING
0.6087657,8.89696,0.8105167,7.6279297,36.01172,7.6035156,4.9169455,0.6946377,6.428804,20.125,45.25,4.625,0.6087657,-8.89696,-0.8105167,7.6279297,36.01172,-7.6035156,0.7899802,-8.60806,-1.56634,8.9375,34.5,-7.875,-3.6230125,-18.142303,-3.6502533,-14.75,30.75,-22.375,8.539958,18.83694,10.079058,34.875,14.5,27.0,CLASSIFIED/WALKING
0.57663023,8.788745,1.1476209,12.962402,39.414062,4.2773438,5.5843425,2.7785509,6.6331096,27.625,46.75,20.3125,0.57663023,-8.788745,-1.1476209,12.962402,39.414062,4.2773438,-0.040861044,-8.812365,-1.9340894,14.625,40.25,4.375,-4.8897047,-19.340895,-5.066769,-4.3125,26.5,-17.9375,10.474047,22.119446,11.699879,31.9375,20.25,38.25,CLASSIFIED/WALKING
0.7890225,8.795126,1.0671756,7.7558594,38.996094,9.608398,7.164303,2.9964764,6.115536,26.125,47.25,21.0,0.7890225,-8.795126,-1.0671756,7.7558594,38.996094,9.608398,0.55843425,-8.335652,-1.9340894,7.1875,39.75,8.75,-4.440233,-18.959524,-4.807983,-6.5625,28.25,-1.75,11.604536,21.956001,10.923519,32.6875,19.0,22.75,CLASSIFIED/WALKING
1.1376188,8.939735,1.1054828,7.7006836,43.941406,8.118652,6.6331096,2.3018389,7.082581,25.875,49.25,20.75,1.1376188,-8.939735,-1.1054828,7.7006836,43.941406,8.118652,0.5720546,-8.717023,-1.9340894,6.6875,45.0,6.5625,-4.072484,-19.17745,-4.426613,-5.8125,30.75,-2.25,10.705593,21.47929,11.509193,31.6875,18.5,23.0,CLASSIFIED/WALKING
1.5104755,9.004328,0.9235235,6.774414,44.121094,8.56543,8.253931,3.6093922,7.6137743,25.375,49.0,22.5,1.5104755,-9.004328,-0.9235235,6.774414,44.121094,8.56543,1.0079057,-9.329938,-1.8251266,5.1875,45.0,6.8125,-4.4538536,-19.327274,-6.101916,-9.3125,36.25,-1.3125,12.707785,22.936666,13.715691,34.6875,12.75,23.8125,CLASSIFIED/WALKING
1.3995972,8.679885,1.0773909,4.0336914,43.28125,11.63623,6.619489,1.5390993,6.7148314,23.625,52.5,27.875,1.3995972,-8.679885,-1.0773909,4.0336914,43.28125,11.63623,0.9670447,-8.757884,-1.8251266,2.6875,43.5,11.1875,-3.800077,-18.537292,-4.508335,-24.5,33.25,-0.8125,10.419566,20.076391,11.223166,48.125,19.25,28.6875,CLASSIFIED/WALKING
1.6256094,8.676907,1.022271,8.58252,42.890625,9.701172,7.1234417,1.3620348,7.3413672,26.625,49.25,23.25,1.6256094,-8.676907,-1.022271,8.58252,42.890625,9.701172,1.3484144,-8.717023,-1.7978859,7.9375,44.0,9.0,-4.031623,-18.550913,-4.2904096,-10.0625,34.75,-1.75,11.155065,19.912949,11.631777,36.6875,14.5,25.0,CLASSIFIED/WALKING
